recommendation_id,user_id,movie_id,recommendation_date,recommendation_type,recommendation_score,was_clicked,position_in_list,device_type,time_of_day,algorithm_version
rec_000281,user_09375,movie_0120,2025-07-25,trending,0.788,False,5,Mobile,night,v1.4
rec_000282,user_07707,movie_0590,2024-09-21,genre_based,,False,16,Mobile,night,v2.0
rec_000283,user_03436,movie_0115,2024-10-13,trending,0.329,False,12,Mobile,afternoon,v2.0
rec_000284,user_07844,movie_0560,2025-08-22,personalized,0.85,False,18,Tablet,evening,v1.4
rec_000285,user_01511,movie_0686,2025-01-02,trending,0.577,False,15,Laptop,morning,v1.3
rec_000286,user_05051,movie_0836,2025-09-30,genre_based,0.679,False,19,Laptop,evening,v1.4
rec_000287,user_03500,movie_0879,2025-01-31,personalized,0.382,True,5,Tablet,night,v1.3
rec_000288,user_05251,movie_0798,2024-11-20,personalized,0.893,False,1,Mobile,afternoon,v1.3
rec_000289,user_00360,movie_0923,2024-11-21,genre_based,0.487,False,17,Smart TV,evening,v2.0
rec_000290,user_02321,movie_0978,2024-06-27,trending,0.927,False,12,Mobile,morning,v1.3
rec_000291,user_06309,movie_0262,2024-04-13,genre_based,0.794,False,7,Laptop,morning,v1.4
rec_000292,user_03842,movie_0354,2025-10-24,genre_based,0.512,False,9,Mobile,afternoon,v1.3
rec_000293,user_02359,movie_0590,2025-08-19,similar_users,0.818,False,18,Mobile,evening,v1.3
rec_000294,user_04505,movie_0691,2025-02-12,trending,0.775,True,3,Mobile,afternoon,v1.3
rec_000295,user_07969,movie_1000,2024-05-31,similar_users,0.812,False,1,Smart TV,night,v1.4
rec_000296,user_01388,movie_0125,2025-02-28,genre_based,0.106,False,4,Tablet,night,
rec_000297,user_00540,movie_0814,2024-12-24,personalized,0.365,True,14,Tablet,night,v1.3
rec_000298,user_06247,movie_0435,2025-11-24,trending,0.262,False,17,Mobile,morning,
rec_000299,user_05321,movie_0716,2025-02-19,trending,,False,11,Mobile,night,v1.2
rec_000300,user_01452,movie_0021,2025-02-07,personalized,0.734,False,10,Mobile,night,v1.2
rec_000301,user_02278,movie_0795,2025-01-03,new_releases,0.291,False,8,Tablet,night,v1.4
rec_000302,user_04365,movie_0934,2024-08-28,genre_based,0.615,False,11,Laptop,night,v1.4
rec_000303,user_03950,movie_0760,2024-11-12,trending,0.975,False,17,Mobile,morning,v1.4
rec_000304,user_07256,movie_0929,2024-01-15,personalized,0.414,False,1,Smart TV,night,v1.4
rec_000305,user_08367,movie_0903,2025-05-11,new_releases,0.747,True,9,Mobile,evening,v1.4
rec_000306,user_01519,movie_0110,2025-08-26,new_releases,0.654,False,16,Mobile,evening,v1.4
rec_000307,user_04520,movie_0557,2025-04-16,genre_based,0.194,False,15,Laptop,evening,v1.3
rec_000308,user_04712,movie_0604,2025-01-11,similar_users,0.43,True,3,Tablet,night,v1.4
rec_000309,user_01977,movie_0790,2024-07-15,genre_based,0.102,True,19,Mobile,afternoon,v1.3
rec_000310,user_00530,movie_0768,2024-02-12,new_releases,0.299,False,2,Mobile,night,v2.0
rec_000311,user_01775,movie_0776,2025-03-14,new_releases,,False,19,Laptop,afternoon,v1.3
rec_000312,user_00742,movie_0775,2024-12-04,personalized,0.897,True,10,Tablet,afternoon,v1.3
rec_000313,user_05120,movie_0032,2024-09-20,genre_based,0.682,False,8,Mobile,morning,v1.4
rec_000314,user_02440,movie_0157,2024-05-11,genre_based,0.61,True,6,Mobile,night,v1.4
rec_000315,user_00478,movie_0939,2024-10-06,trending,0.38,False,5,Smart TV,night,v1.4
rec_000316,user_08270,movie_0105,2025-03-03,genre_based,,False,7,Smart TV,afternoon,v1.3
rec_000317,user_07863,movie_0552,2024-02-05,similar_users,0.585,False,9,Smart TV,morning,v2.0
rec_000318,user_00168,movie_0938,2025-01-13,similar_users,0.236,False,9,Mobile,evening,v1.4
rec_000319,user_01543,movie_0407,2025-01-14,trending,0.649,False,14,Laptop,morning,v1.4
rec_000320,user_02014,movie_0646,2025-12-14,personalized,0.594,False,8,Smart TV,morning,v1.4
rec_000321,user_02352,movie_0104,2024-11-29,new_releases,0.711,False,4,Tablet,afternoon,v1.4
rec_000322,user_04452,movie_0158,2024-03-06,similar_users,0.845,False,13,Mobile,morning,
rec_000323,user_08486,movie_0897,2025-10-03,personalized,0.25,False,5,Laptop,night,v1.4
rec_000324,user_07257,movie_0110,2025-08-01,personalized,0.256,False,3,Laptop,afternoon,v1.4
rec_000325,user_07450,movie_0014,2024-01-13,personalized,0.4,False,14,Tablet,night,v1.4
rec_000326,user_03286,movie_0553,2024-11-22,trending,0.254,False,17,Smart TV,evening,v1.4
rec_000327,user_03357,movie_0182,2024-10-31,trending,,False,11,Smart TV,morning,v1.3
rec_000328,user_01990,movie_0962,2024-01-02,trending,,False,11,Mobile,afternoon,v1.4
rec_000329,user_01637,movie_0726,2025-07-18,similar_users,0.674,False,15,Mobile,night,
rec_000330,user_05748,movie_0692,2024-05-18,new_releases,0.598,False,3,Laptop,evening,v1.4
rec_000331,user_09927,movie_0906,2024-03-20,personalized,0.273,False,12,Tablet,morning,v1.4
rec_000332,user_04412,movie_0706,2025-09-29,personalized,0.374,False,19,Smart TV,evening,v1.4
rec_000333,user_06240,movie_0017,2025-01-19,trending,0.366,False,9,Laptop,night,v2.0
rec_000334,user_09376,movie_0874,2024-03-09,new_releases,0.775,False,5,Tablet,night,
rec_000335,user_07070,movie_0780,2024-11-25,personalized,0.596,False,19,Smart TV,night,v1.3
rec_000336,user_02254,movie_0111,2025-01-28,similar_users,0.483,False,15,Smart TV,morning,v1.4
rec_000337,user_07216,movie_0257,2024-04-18,genre_based,0.471,False,12,Mobile,morning,v2.0
rec_000338,user_07731,movie_0913,2025-06-27,genre_based,0.12,False,11,Smart TV,afternoon,v1.3
rec_000339,user_03860,movie_0213,2024-07-26,trending,0.239,False,10,Mobile,afternoon,v2.0
rec_000340,user_00827,movie_0310,2025-02-16,personalized,0.967,False,4,Laptop,afternoon,v2.0
rec_000341,user_08063,movie_0942,2025-07-23,genre_based,0.508,False,17,Smart TV,afternoon,v1.2
rec_000342,user_01392,movie_0729,2025-03-26,trending,0.535,False,12,Smart TV,evening,v2.0
rec_000343,user_00269,movie_0935,2024-10-09,new_releases,,False,2,Mobile,morning,v1.4
rec_000344,user_01724,movie_0826,2025-01-07,trending,0.501,False,4,Laptop,evening,v1.3
rec_000345,user_08044,movie_0103,2025-08-23,personalized,0.348,True,16,Mobile,morning,v2.0
rec_000346,user_02581,movie_0859,2025-01-06,personalized,0.511,False,20,Mobile,night,v1.3
rec_000347,user_00048,movie_0465,2025-11-29,similar_users,0.995,False,13,Mobile,morning,v1.4
rec_000348,user_06643,movie_0098,2024-05-07,personalized,0.964,False,2,Smart TV,afternoon,v2.0
rec_000349,user_07081,movie_0423,2025-03-12,new_releases,,False,11,Smart TV,afternoon,v1.3
rec_000350,user_01675,movie_0312,2025-03-04,genre_based,0.86,False,15,Tablet,night,v1.4
rec_000351,user_04958,movie_0640,2024-01-20,trending,0.583,False,9,Smart TV,morning,v2.0
rec_000352,user_02947,movie_0589,2024-12-05,new_releases,0.426,True,12,Smart TV,evening,v1.3
rec_000353,user_09372,movie_0832,2024-05-23,personalized,0.963,False,2,Laptop,afternoon,v1.4
rec_000354,user_08564,movie_0483,2025-10-12,personalized,0.222,False,3,Laptop,evening,v1.2
rec_000355,user_06126,movie_0920,2024-10-19,genre_based,0.44,True,2,Laptop,night,v2.0
rec_000356,user_00244,movie_0090,2025-04-26,trending,0.726,False,2,Tablet,morning,v2.0
rec_000357,user_03271,movie_0524,2024-06-15,trending,0.536,False,2,Smart TV,night,v1.3
rec_000358,user_09331,movie_0625,2025-05-27,new_releases,0.638,False,7,Smart TV,afternoon,v1.3
rec_000359,user_05324,movie_0369,2025-08-03,personalized,0.62,True,16,Tablet,afternoon,v1.3
rec_000360,user_01429,movie_0821,2025-09-20,trending,0.935,False,14,Smart TV,afternoon,v1.3
rec_000361,user_08828,movie_0332,2024-02-07,trending,0.29,False,8,Tablet,evening,
rec_000362,user_03006,movie_0874,2025-01-07,personalized,0.221,False,5,Smart TV,afternoon,v1.3
rec_000363,user_08903,movie_0388,2025-09-03,new_releases,0.724,False,3,Mobile,afternoon,v2.0
rec_000364,user_02030,movie_0823,2024-03-28,similar_users,0.236,False,9,Laptop,afternoon,v1.4
rec_000365,user_05577,movie_0109,2024-09-02,personalized,0.684,False,20,Smart TV,afternoon,v1.4
rec_000366,user_06594,movie_0716,2024-02-19,trending,0.893,False,9,Smart TV,night,v1.4
rec_000367,user_01494,movie_0777,2024-05-19,personalized,0.594,False,12,Smart TV,evening,v1.3
rec_000368,user_09785,movie_0215,2024-04-26,similar_users,0.344,False,20,Smart TV,evening,v1.3
rec_000369,user_02591,movie_0409,2024-08-25,trending,0.561,False,4,Mobile,evening,v1.3
rec_000370,user_09745,movie_0269,2025-08-01,similar_users,0.211,False,10,Tablet,morning,v1.4
rec_000371,user_00725,movie_0015,2024-08-10,trending,0.523,False,20,Smart TV,evening,
rec_000372,user_03186,movie_0367,2024-01-03,similar_users,0.319,False,15,Mobile,afternoon,v1.2
rec_000373,user_00545,movie_0376,2025-07-06,personalized,0.265,True,8,Tablet,night,v1.4
rec_000374,user_02071,movie_0751,2025-06-06,genre_based,0.971,False,13,Tablet,morning,v1.3
rec_000375,user_01023,movie_0305,2025-04-07,genre_based,0.418,False,3,Mobile,evening,v2.0
rec_000376,user_01622,movie_0226,2025-08-23,new_releases,0.934,False,14,Laptop,morning,v1.4
rec_000377,user_01644,movie_0815,2024-06-03,genre_based,0.177,False,12,Smart TV,morning,v1.4
rec_000378,user_03012,movie_0532,2025-11-15,trending,0.821,False,14,Tablet,night,v1.4
rec_000379,user_07385,movie_0043,2025-07-03,personalized,0.386,True,16,Laptop,evening,v1.4
rec_000380,user_02240,movie_0172,2025-09-28,similar_users,0.692,False,13,Laptop,night,v1.3
rec_000381,user_07110,movie_0958,2024-01-28,genre_based,0.442,False,8,Laptop,morning,v1.4
rec_000382,user_05617,movie_0244,2025-02-04,trending,0.396,False,10,Laptop,evening,v1.4
rec_000383,user_06079,movie_0513,2025-10-24,trending,0.207,False,1,Laptop,evening,v1.4
rec_000384,user_05154,movie_0508,2025-04-22,genre_based,0.325,True,8,Mobile,afternoon,v1.4
rec_000385,user_01325,movie_0558,2025-12-26,genre_based,0.49,False,19,Tablet,night,v2.0
rec_000386,user_08103,movie_0354,2025-11-01,new_releases,0.323,False,19,Tablet,night,v1.4
rec_000387,user_02442,movie_0037,2024-06-06,trending,0.879,False,11,Laptop,night,v1.2
rec_000388,user_06362,movie_0096,2025-04-04,new_releases,0.891,True,20,Tablet,night,v1.3
rec_000389,user_08615,movie_0834,2024-05-10,new_releases,,False,16,Tablet,night,v1.3
rec_000390,user_01791,movie_0605,2024-01-15,similar_users,0.399,True,1,Laptop,afternoon,v1.4
rec_000391,user_00702,movie_0252,2024-06-08,personalized,0.845,False,13,Smart TV,evening,v2.0
rec_000392,user_08809,movie_0893,2025-07-13,personalized,0.709,False,11,Smart TV,night,v1.3
rec_000393,user_07500,movie_0566,2025-09-02,trending,0.783,False,20,Smart TV,morning,v1.4
rec_000394,user_00399,movie_0769,2025-06-17,genre_based,0.41,False,18,Laptop,morning,v1.4
rec_000395,user_04549,movie_0587,2025-10-26,new_releases,0.358,False,4,Mobile,night,v1.3
rec_000396,user_07414,movie_0374,2024-12-19,similar_users,0.689,False,14,Laptop,afternoon,v1.3
rec_000397,user_06437,movie_0867,2025-06-28,personalized,0.562,False,7,Laptop,night,v1.4
rec_000398,user_05942,movie_0151,2025-12-20,trending,0.964,False,19,Mobile,morning,v1.3
rec_000399,user_08057,movie_0943,2024-05-25,genre_based,0.37,False,6,Mobile,evening,v1.2
rec_000400,user_02374,movie_0941,2024-12-17,similar_users,0.221,False,11,Mobile,morning,v1.4
rec_000401,user_08523,movie_0423,2024-05-29,new_releases,0.962,False,6,Tablet,night,v1.3
rec_000402,user_00685,movie_0987,2024-06-10,genre_based,,False,20,Tablet,night,v1.4
rec_000403,user_05528,movie_0248,2024-02-01,trending,0.591,False,19,Smart TV,evening,v1.4
rec_000404,user_09391,movie_0767,2024-06-30,genre_based,0.622,False,5,Mobile,evening,v1.4
rec_000405,user_04964,movie_0315,2024-09-07,similar_users,0.349,False,9,Laptop,morning,v1.4
rec_000406,user_05371,movie_0791,2024-09-18,personalized,,False,12,Mobile,night,v1.3
rec_000407,user_08839,movie_0999,2024-03-02,new_releases,0.529,False,4,Mobile,night,v1.4
rec_000408,user_01250,movie_0012,2024-06-18,personalized,0.44,False,18,Smart TV,evening,v1.3
rec_000409,user_08346,movie_0087,2024-04-02,trending,0.161,False,9,Laptop,evening,v1.4
rec_000410,user_03354,movie_0251,2024-09-02,new_releases,0.93,False,17,Smart TV,morning,v1.4
rec_000411,user_01237,movie_0369,2024-10-12,new_releases,0.289,True,9,Mobile,night,v1.4
rec_000412,user_04556,movie_0498,2025-12-07,new_releases,0.417,False,17,Smart TV,afternoon,v1.3
rec_000413,user_07463,movie_0163,2025-03-17,personalized,0.612,False,15,Mobile,afternoon,v1.3
rec_000414,user_00479,movie_0462,2025-11-12,similar_users,0.826,False,13,Mobile,morning,v1.4
rec_000415,user_05771,movie_0112,2024-01-12,genre_based,,False,7,Tablet,evening,v2.0
rec_000416,user_07314,movie_0721,2025-08-18,genre_based,,True,6,Laptop,afternoon,v1.4
rec_000417,user_03128,movie_0084,2024-07-26,similar_users,0.801,False,6,Mobile,afternoon,v2.0
rec_000418,user_02887,movie_0671,2025-09-05,personalized,0.806,False,7,Tablet,night,v1.3
rec_000419,user_04726,movie_0404,2024-01-16,new_releases,0.568,False,2,Laptop,morning,v2.0
rec_000420,user_00332,movie_0326,2025-02-17,personalized,0.202,False,8,Mobile,night,v1.4
rec_000421,user_06552,movie_0137,2024-06-24,similar_users,,True,7,Mobile,morning,v2.0
rec_000422,user_04006,movie_0572,2025-01-25,similar_users,0.529,False,1,Mobile,evening,
rec_000423,user_04854,movie_0806,2024-02-10,genre_based,0.221,False,5,Tablet,evening,v1.4
rec_000424,user_08717,movie_0948,2025-10-22,new_releases,0.748,True,12,Smart TV,evening,v1.3
rec_000425,user_02347,movie_0435,2025-01-24,personalized,0.235,False,15,Laptop,afternoon,v1.4
rec_000426,user_06908,movie_0643,2025-06-20,similar_users,0.368,False,13,Smart TV,night,v1.4
rec_000427,user_04044,movie_0110,2025-09-04,similar_users,0.44,True,13,Mobile,night,v1.4
rec_000428,user_02239,movie_0075,2024-11-30,genre_based,0.668,False,5,Laptop,night,v1.3
rec_000429,user_09439,movie_0486,2024-03-14,personalized,0.947,False,16,Smart TV,morning,v1.3
rec_000430,user_04865,movie_0256,2025-10-15,new_releases,0.989,False,7,Tablet,night,v1.3
rec_000431,user_06319,movie_0687,2024-05-25,personalized,0.307,False,17,Mobile,evening,v1.3
rec_000432,user_02592,movie_0643,2025-01-16,genre_based,0.374,True,3,Smart TV,evening,v1.4
rec_000433,user_03165,movie_0190,2024-12-17,personalized,0.164,False,8,Mobile,evening,v1.4
rec_000434,user_05546,movie_0768,2025-11-25,new_releases,0.586,False,19,Mobile,afternoon,v1.3
rec_000435,user_03629,movie_0809,2025-01-18,genre_based,0.34,True,9,Smart TV,night,v2.0
rec_000436,user_02855,movie_0281,2024-05-21,genre_based,0.606,False,10,Smart TV,evening,v2.0
rec_000437,user_08607,movie_0776,2024-03-20,personalized,,False,9,Tablet,night,v1.3
rec_000438,user_03143,movie_0068,2025-08-18,similar_users,0.867,True,17,Smart TV,night,v1.4
rec_000439,user_05417,movie_0545,2025-09-24,trending,0.195,False,5,Smart TV,night,v2.0
rec_000440,user_00303,movie_0674,2025-06-17,genre_based,0.947,False,18,Tablet,night,v1.4
rec_000441,user_03707,movie_0631,2024-04-28,trending,0.73,True,10,Laptop,night,v1.4
rec_000442,user_00722,movie_0423,2025-07-09,personalized,0.336,False,19,Smart TV,afternoon,v1.3
rec_000443,user_09600,movie_0924,2024-08-16,trending,0.144,False,18,Laptop,afternoon,v1.4
rec_000444,user_04054,movie_0885,2025-05-14,genre_based,0.504,False,16,Laptop,evening,v2.0
rec_000445,user_09262,movie_0818,2024-03-09,new_releases,,False,18,Tablet,afternoon,v1.2
rec_000446,user_03757,movie_0637,2025-07-08,genre_based,0.835,False,13,Mobile,night,v1.4
rec_000447,user_04457,movie_0384,2024-04-25,new_releases,0.827,False,17,Tablet,afternoon,v1.3
rec_000448,user_08855,movie_0908,2024-08-29,trending,0.785,False,12,Tablet,night,v1.3
rec_000449,user_05009,movie_0321,2024-10-28,new_releases,0.188,True,1,Laptop,evening,v1.4
rec_000450,user_07598,movie_0404,2025-02-22,trending,0.638,False,1,Tablet,evening,v2.0
rec_000451,user_02010,movie_0117,2025-08-04,similar_users,0.528,False,9,Mobile,morning,v1.3
rec_000452,user_06397,movie_0011,2024-07-24,trending,0.206,False,1,Tablet,morning,v1.3
rec_000453,user_06984,movie_0625,2025-02-12,genre_based,0.483,False,18,Smart TV,night,v1.2
rec_000454,user_04994,movie_0263,2024-02-16,similar_users,0.725,True,10,Mobile,night,v2.0
rec_000455,user_08191,movie_0957,2025-11-02,trending,0.814,True,5,Mobile,night,
rec_000456,user_02613,movie_0512,2025-11-25,genre_based,0.657,False,9,Smart TV,morning,v1.3
rec_000457,user_01633,movie_0076,2024-06-14,similar_users,0.435,True,13,Tablet,evening,v2.0
rec_000458,user_05324,movie_0429,2024-10-12,similar_users,0.825,False,9,Smart TV,evening,v1.4
rec_000459,user_07495,movie_0044,2025-11-11,personalized,0.718,True,14,Tablet,afternoon,v1.4
rec_000460,user_09912,movie_0208,2025-04-08,trending,0.779,False,17,Tablet,night,v2.0
rec_000461,user_00630,movie_0363,2025-04-21,genre_based,,False,7,Laptop,night,v1.3
rec_000462,user_03615,movie_0851,2024-01-17,trending,0.407,False,12,Tablet,evening,v1.3
rec_000463,user_03232,movie_0149,2024-10-20,similar_users,0.768,False,4,Tablet,morning,
rec_000464,user_07117,movie_0197,2024-03-03,new_releases,0.275,False,17,Laptop,morning,v2.0
rec_000465,user_06260,movie_0211,2024-11-13,similar_users,0.952,False,7,Smart TV,night,v1.2
rec_000466,user_08217,movie_0666,2024-08-29,genre_based,0.309,False,2,Smart TV,morning,v1.4
rec_000467,user_05022,movie_0764,2024-07-21,trending,0.637,True,3,Tablet,evening,v1.3
rec_000468,user_04783,movie_0400,2024-02-07,trending,0.472,False,7,Laptop,evening,v1.4
rec_000469,user_09297,movie_0568,2025-04-07,genre_based,0.949,True,14,Laptop,evening,v2.0
rec_000470,user_03723,movie_0206,2024-05-23,genre_based,0.44,False,3,Mobile,morning,v1.3
rec_000471,user_08926,movie_0985,2024-03-01,trending,0.578,True,7,Tablet,afternoon,v1.3
rec_000472,user_06648,movie_0626,2024-04-04,similar_users,0.421,False,17,Smart TV,evening,v1.4
rec_000473,user_01911,movie_0103,2025-10-14,new_releases,0.688,True,7,Laptop,morning,v1.4
rec_000474,user_02119,movie_0155,2025-06-28,personalized,0.814,False,1,Mobile,afternoon,v1.3
rec_000475,user_09710,movie_0175,2025-12-13,trending,0.779,True,13,Tablet,morning,
rec_000476,user_09007,movie_0694,2025-07-24,genre_based,0.177,False,14,Smart TV,night,v1.3
rec_000477,user_05354,movie_0856,2025-07-04,new_releases,0.752,False,12,Smart TV,evening,v1.4
rec_000478,user_03893,movie_0936,2024-09-21,new_releases,0.795,False,14,Laptop,morning,v1.2
rec_000479,user_02528,movie_0848,2025-11-03,genre_based,0.116,False,16,Tablet,afternoon,v1.4
rec_000480,user_09179,movie_0832,2025-10-23,new_releases,0.827,False,6,Laptop,night,v1.2
rec_000481,user_04947,movie_0278,2025-03-14,similar_users,,False,18,Smart TV,afternoon,v1.4
rec_000482,user_09715,movie_0979,2024-06-16,genre_based,0.488,False,6,Mobile,afternoon,v2.0
rec_000483,user_07511,movie_0854,2024-01-06,trending,0.61,True,6,Smart TV,night,v1.4
rec_000484,user_05194,movie_0520,2025-08-12,genre_based,0.986,False,16,Mobile,night,v2.0
rec_000485,user_04462,movie_0403,2024-04-23,personalized,,False,6,Mobile,evening,v1.2
rec_000486,user_02348,movie_0496,2024-09-25,trending,0.489,False,4,Smart TV,afternoon,v2.0
rec_000487,user_04277,movie_0753,2024-07-22,similar_users,0.626,False,7,Smart TV,morning,v1.4
rec_000488,user_01580,movie_0590,2025-02-24,personalized,0.96,False,9,Mobile,night,v2.0
rec_000489,user_06012,movie_0411,2025-09-13,genre_based,,True,2,Mobile,night,v2.0
rec_000490,user_08795,movie_0687,2025-11-30,similar_users,0.925,False,20,Mobile,night,v2.0
rec_000491,user_03032,movie_0969,2025-01-05,trending,0.457,False,1,Tablet,night,v2.0
rec_000492,user_02047,movie_0261,2025-12-28,new_releases,0.977,False,16,Tablet,afternoon,v1.3
rec_000493,user_07478,movie_0170,2024-01-16,new_releases,0.52,False,1,Tablet,morning,v1.4
rec_000494,user_02760,movie_0870,2024-06-29,genre_based,,False,18,Mobile,afternoon,v1.4
rec_000495,user_06541,movie_0609,2024-12-14,similar_users,0.368,True,3,Laptop,night,v2.0
rec_000496,user_02543,movie_0872,2024-06-30,similar_users,0.923,False,20,Mobile,afternoon,v1.3
rec_000497,user_01569,movie_0136,2025-11-15,trending,,False,4,Smart TV,evening,v1.4
rec_000498,user_08859,movie_0074,2025-02-04,personalized,0.452,True,20,Tablet,evening,v1.3
